TIME_STEP	STAGE	EPSILON	ACTION	REWARD	Qs_PREDICTED_EXAMPLE	Qs_TARGET_EXAMPLE	Loss
114500	TRAINING	0.000499999999905	1	1.0	[ 21.41291809  22.06889534]	[ 22.09068928  22.06889534]	0.0364199
115000	TRAINING	0.000499999999905	0	1.0	[ 18.3306427   19.06932068]	[ 18.3306427   19.01695127]	0.0141441
115500	TRAINING	0.000499999999905	1	1.0	[ 21.59272957  21.23418617]	[ 21.60026207  21.23418617]	0.0147205
116000	TRAINING	0.000499999999905	0	1.0	[ 19.03693771  18.79231834]	[ 18.97508364  18.79231834]	0.760631
116500	TRAINING	0.000499999999905	0	1.0	[ 22.01932907  21.67138672]	[ 21.93544598  21.67138672]	1.61086
117000	TRAINING	0.000499999999905	0	1.0	[ 20.29958153  20.17097282]	[ 20.2570241   20.17097282]	1.72621
117500	TRAINING	0.000499999999905	0	1.0	[ 20.00783539  20.65329552]	[ 20.43652983  20.65329552]	0.0294937
118000	TRAINING	0.000499999999905	0	1.0	[ 21.35202408  20.6014843 ]	[ 21.31004972  20.6014843 ]	0.047511
118500	TRAINING	0.000499999999905	1	1.0	[ 14.18743038  14.97977543]	[ 14.18743038  15.42603216]	0.0399251
119000	TRAINING	0.000499999999905	0	1.0	[ 17.75710487  17.63890457]	[ 17.79733028  17.63890457]	0.0299762
119500	TRAINING	0.000499999999905	0	1.0	[ 18.69844437  19.00651169]	[ 18.69844437  18.83740749]	0.024993
120000	TRAINING	0.000499999999905	0	1.0	[ 21.19728279  21.34096146]	[ 21.27646828  21.34096146]	0.462667
120500	TRAINING	0.000499999999905	0	1.0	[ 19.98378563  19.90647125]	[ 19.87634315  19.90647125]	0.0305825
121000	TRAINING	0.000499999999905	0	1.0	[ 21.81872368  22.00038147]	[ 22.02237215  22.00038147]	1.15018
121500	TRAINING	0.000499999999905	0	1.0	[ 21.25001907  21.12162781]	[ 21.2336729   21.12162781]	0.0307889
122000	TRAINING	0.000499999999905	1	1.0	[ 20.42948914  19.84716034]	[ 20.40231781  19.84716034]	1.3362
122500	TRAINING	0.000499999999905	1	1.0	[ 13.30100822  13.29176044]	[ 13.49171414  13.29176044]	0.30372
123000	TRAINING	0.000499999999905	0	1.0	[ 20.89261436  20.89826584]	[ 20.85482206  20.89826584]	0.960613
123500	TRAINING	0.000499999999905	1	1.0	[ 14.52592564  14.18290138]	[ 14.31315045  14.18290138]	0.0838882
124000	TRAINING	0.000499999999905	0	1.0	[ 20.70966148  21.29042816]	[ 20.70966148  21.49993267]	0.0282885
124500	TRAINING	0.000499999999905	1	1.0	[ 21.37747192  20.99946976]	[ 21.21344213  20.99946976]	1.16668
125000	TRAINING	0.000499999999905	0	1.0	[ 20.34568787  20.16682243]	[ 20.03091784  20.16682243]	0.024306
125500	TRAINING	0.000499999999905	0	1.0	[ 20.24622536  21.27693367]	[ 20.24622536  21.35433092]	1.60342
126000	TRAINING	0.000499999999905	0	1.0	[ 20.00721741  20.44285011]	[ 20.54102678  20.44285011]	0.127924
126500	TRAINING	0.000499999999905	0	1.0	[ 21.89137268  17.89846611]	[ 21.68762312  17.89846611]	0.299665
127000	TRAINING	0.000499999999905	1	1.0	[ 20.25728416  20.01662064]	[ 20.15821495  20.01662064]	2.92468
127500	TRAINING	0.000499999999905	1	1.0	[ 20.80773735  20.95384598]	[ 20.86407404  20.95384598]	1.42419
128000	TRAINING	0.000499999999905	1	1.0	[ 19.14021492  18.35120392]	[ 19.31635399  18.35120392]	0.0321576
128500	TRAINING	0.000499999999905	0	1.0	[ 19.34903717  19.16132736]	[ 19.28318205  19.16132736]	2.33211
129000	TRAINING	0.000499999999905	0	1.0	[ 19.21576691  18.48086929]	[ 19.35045547  18.48086929]	0.0381441
129500	TRAINING	0.000499999999905	1	1.0	[ 20.97286606  21.03271866]	[ 20.97286606  20.98060617]	0.0401807
130000	TRAINING	0.000499999999905	1	1.0	[ 20.83495903  20.67805672]	[ 20.96692934  20.67805672]	3.62883
130500	TRAINING	0.000499999999905	0	1.0	[ 19.18129158  19.71758842]	[ 19.18129158  19.92407618]	0.0537256
131000	TRAINING	0.000499999999905	0	1.0	[ 21.09726715  21.69808769]	[ 21.09726715  21.73520031]	0.0550338
131500	TRAINING	0.000499999999905	1	1.0	[ 20.80799866  20.7043705 ]	[ 20.80799866  20.60923157]	0.0648512
132000	TRAINING	0.000499999999905	0	1.0	[ 19.74715805  20.96315956]	[ 19.74715805  21.36621752]	0.0546219
132500	TRAINING	0.000499999999905	0	1.0	[ 20.86291122  18.24525452]	[ 20.9361474   18.24525452]	1.51302
133000	TRAINING	0.000499999999905	1	1.0	[ 21.24468422  21.51281548]	[ 21.24468422  21.4623703 ]	0.0329007
133500	TRAINING	0.000499999999905	0	1.0	[ 19.8058815  20.490448 ]	[ 20.65579224  20.490448  ]	1.85728
134000	TRAINING	0.000499999999905	0	1.0	[ 20.28441048  20.00943565]	[ 20.28441048  20.47858953]	1.12262
134500	TRAINING	0.000499999999905	1	1.0	[ 20.51200485  20.7422123 ]	[ 20.51200485  20.57126331]	1.88265
135000	TRAINING	0.000499999999905	1	1.0	[ 19.18088341  18.58921432]	[ 19.21600466  18.58921432]	1.12781
135500	TRAINING	0.000499999999905	1	1.0	[ 21.87238121  21.33083153]	[ 21.87238121  20.72658997]	0.0418562
136000	TRAINING	0.000499999999905	0	1.0	[ 23.7394352  22.963274 ]	[ 23.37706547  22.963274  ]	0.0751816
136500	TRAINING	0.000499999999905	1	1.0	[ 20.88420868  21.19294739]	[ 20.88420868  21.09254131]	2.54578
137000	TRAINING	0.000499999999905	1	1.0	[ 21.67598915  21.95658875]	[ 21.75810194  21.95658875]	0.0285364
137500	TRAINING	0.000499999999905	1	1.0	[ 22.24190521  21.99645615]	[ 22.24190521  22.08196459]	0.0597035
138000	TRAINING	0.000499999999905	1	1.0	[ 16.13538742  15.83350849]	[ 16.13538742  15.91127801]	0.0384104
138500	TRAINING	0.000499999999905	1	1.0	[ 21.52262878  21.34932327]	[ 21.27723837  21.34932327]	0.0548149
139000	TRAINING	0.000499999999905	1	1.0	[ 23.52386284  23.42511368]	[ 23.33182755  23.42511368]	0.0434119
139500	TRAINING	0.000499999999905	1	1.0	[ 20.68519402  20.70027924]	[ 20.68519402  20.67546854]	1.09913
140000	TRAINING	0.000499999999905	0	1.0	[ 19.26078415  19.20260048]	[ 19.36465054  19.20260048]	1.39073
140500	TRAINING	0.000499999999905	1	1.0	[ 19.2841568   19.62654495]	[ 19.2841568   19.67683315]	0.0873054
141000	TRAINING	0.000499999999905	1	1.0	[ 21.98477554  22.15169525]	[ 21.95302038  22.15169525]	1.05047
141500	TRAINING	0.000499999999905	0	1.0	[ 19.69698906  19.82257271]	[ 19.75739384  19.82257271]	0.39166
142000	TRAINING	0.000499999999905	1	1.0	[ 21.70030594  21.7673893 ]	[ 21.53674307  21.7673893 ]	0.0318809
142500	TRAINING	0.000499999999905	0	1.0	[ 20.05842018  20.46547318]	[ 20.05842018  20.57468433]	0.0316318
143000	TRAINING	0.000499999999905	1	1.0	[ 18.66928291  17.81455612]	[ 18.80795736  17.81455612]	0.0318528
143500	TRAINING	0.000499999999905	1	1.0	[ 20.24576378  19.46772575]	[ 20.24576378  19.89039507]	0.0574489
144000	TRAINING	0.000499999999905	0	1.0	[ 22.32997704  21.9858551 ]	[ 22.27688122  21.9858551 ]	1.18339
144500	TRAINING	0.000499999999905	1	1.0	[ 19.69453621  20.0065937 ]	[ 20.01667747  20.0065937 ]	0.0391713
145000	TRAINING	0.000499999999905	1	1.0	[ 21.44884109  21.07637024]	[ 21.44197645  21.07637024]	0.791302
145500	TRAINING	0.000499999999905	0	1.0	[ 20.42100525  20.75871658]	[ 20.42100525  20.71929493]	0.0499049
146000	TRAINING	0.000499999999905	1	1.0	[ 20.86199188  21.13856506]	[ 20.86199188  21.16380472]	0.0417086
146500	TRAINING	0.000499999999905	0	1.0	[ 22.88220215  22.0803566 ]	[ 22.92421513  22.0803566 ]	0.0454012
147000	TRAINING	0.000499999999905	1	1.0	[ 21.31821823  20.54759979]	[ 21.29140806  20.54759979]	0.0262225
147500	TRAINING	0.000499999999905	1	1.0	[ 21.61587906  21.87460899]	[ 21.90676413  21.87460899]	1.68019
148000	TRAINING	0.000499999999905	1	1.0	[ 21.87534904  21.75414467]	[ 21.76006794  21.75414467]	1.07439
148500	TRAINING	0.000499999999905	1	1.0	[ 29.07678032  27.23143768]	[ 29.47646236  27.23143768]	1.61583
149000	TRAINING	0.000499999999905	0	1.0	[ 20.67394257  20.93248367]	[ 20.72435398  20.93248367]	0.105905
149500	TRAINING	0.000499999999905	1	1.0	[ 21.61907768  21.71985626]	[ 21.71651697  21.71985626]	0.0263668
150000	TRAINING	0.000499999999905	1	1.0	[ 19.07256889  19.47260284]	[ 19.07256889  19.55799799]	0.128293
150500	TRAINING	0.000499999999905	0	1.0	[ 18.64066696  19.20628548]	[ 18.64066696  19.231392  ]	0.0259503
151000	TRAINING	0.000499999999905	0	1.0	[ 15.85760689  15.63949108]	[ 15.85760689  15.68809538]	1.98829
151500	TRAINING	0.000499999999905	1	1.0	[ 18.44788361  18.33703613]	[ 18.44788361  18.46530085]	1.37401
152000	TRAINING	0.000499999999905	1	1.0	[ 20.99954605  21.280756  ]	[ 20.99954605  21.22042732]	0.0562639
152500	TRAINING	0.000499999999905	1	1.0	[ 18.23376083  17.68379402]	[ 18.35367737  17.68379402]	0.0488054
153000	TRAINING	0.000499999999905	0	1.0	[ 20.41146851  20.46916962]	[ 20.36243429  20.46916962]	0.0520525
153500	TRAINING	0.000499999999905	1	1.0	[ 6.58526611  9.30696392]	[  6.58526611  10.55366182]	0.416599
154000	TRAINING	0.000499999999905	0	1.0	[ 21.158535   20.8921814]	[ 20.9903492  20.8921814]	1.1345
154500	TRAINING	0.000499999999905	1	1.0	[ 16.7417202   16.12695694]	[ 16.24636679  16.12695694]	0.643065
155000	TRAINING	0.000499999999905	1	1.0	[ 20.90605545  20.59360123]	[ 20.86729574  20.59360123]	1.03957
155500	TRAINING	0.000499999999905	1	1.0	[ 12.92351627  13.09869099]	[ 12.92351627  13.33391776]	0.418117
156000	TRAINING	0.000499999999905	0	1.0	[ 21.29442215  21.11459541]	[ 21.25112047  21.11459541]	0.0242706
156500	TRAINING	0.000499999999905	1	1.0	[ 21.92041779  21.73522568]	[ 21.92041779  21.81483326]	0.800226
157000	TRAINING	0.000499999999905	0	1.0	[ 21.00846481  20.80407143]	[ 21.11288443  20.80407143]	0.365031
157500	TRAINING	0.000499999999905	1	1.0	[ 20.75704956  20.42408752]	[ 20.75704956  20.62452288]	0.0487822
158000	TRAINING	0.000499999999905	0	1.0	[ 20.16294479  19.80442619]	[ 20.138622    19.80442619]	0.0709851
158500	TRAINING	0.000499999999905	1	1.0	[ 19.01273727  18.61346245]	[ 19.01273727  18.45932493]	0.047787
159000	TRAINING	0.000499999999905	1	1.0	[ 20.06900787  20.55906296]	[ 20.06900787  20.33400612]	0.0250557
159500	TRAINING	0.000499999999905	0	1.0	[ 21.13294029  20.91898537]	[ 21.10551329  20.91898537]	0.0454789
160000	TRAINING	0.000499999999905	1	1.0	[ 18.0737896   18.19470406]	[ 18.33715572  18.19470406]	0.051879
160500	TRAINING	0.000499999999905	0	1.0	[ 21.77946281  21.17950249]	[ 21.77946281  21.1620163 ]	0.0490685
161000	TRAINING	0.000499999999905	0	1.0	[ 20.24927521  21.55682373]	[ 20.24927521  21.56935148]	0.711926
161500	TRAINING	0.000499999999905	0	1.0	[ 20.26340485  20.6126461 ]	[ 20.26340485  20.47818546]	1.57152
162000	TRAINING	0.000499999999905	0	1.0	[ 17.7590313   12.89680958]	[ 18.66178846  12.89680958]	1.2599
162500	TRAINING	0.000499999999905	1	1.0	[ 21.57777405  21.46100426]	[ 21.3707221   21.46100426]	1.00452
163000	TRAINING	0.000499999999905	0	1.0	[ 17.73158646  18.20444489]	[ 17.73158646  18.15496283]	0.120031
163500	TRAINING	0.000499999999905	1	1.0	[ 16.36621475  16.82221222]	[ 16.36621475  16.925144  ]	0.0432646
164000	TRAINING	0.000499999999905	0	1.0	[ 21.66394234  21.6228981 ]	[ 21.50669498  21.6228981 ]	0.180914
164500	TRAINING	0.000499999999905	0	1.0	[ 21.63994026  21.52161026]	[ 21.63994026  21.15038338]	0.163144
165000	TRAINING	0.000499999999905	0	1.0	[ 16.66791916  16.03941917]	[ 16.66791916  16.30240231]	0.033055
165500	TRAINING	0.000499999999905	0	1.0	[ 21.16527557  21.13790894]	[ 20.81614351  21.13790894]	0.0340013
166000	TRAINING	0.000499999999905	0	1.0	[ 21.1387043   20.78996468]	[ 20.87485352  20.78996468]	1.51094
166500	TRAINING	0.000499999999905	0	1.0	[ 20.41074562  20.72335815]	[ 20.41074562  20.70219164]	0.0578813
167000	TRAINING	0.000499999999905	0	1.0	[  1.57136488 -12.47516251]	[  3.36823791 -12.47516251]	0.0406918
167500	TRAINING	0.000499999999905	0	1.0	[ 21.00222969  20.68888474]	[ 20.96756172  20.68888474]	0.515777
168000	TRAINING	0.000499999999905	0	1.0	[ 20.47053719  20.3989296 ]	[ 20.36089954  20.3989296 ]	0.0356352
168500	TRAINING	0.000499999999905	1	1.0	[ 20.48127556  20.47052002]	[ 20.48127556  20.49790888]	0.139673
169000	TRAINING	0.000499999999905	1	1.0	[ 20.63298416  20.76581192]	[ 20.63298416  20.66708813]	0.0296339
169500	TRAINING	0.000499999999905	1	1.0	[ 20.85632896  20.72519302]	[ 20.64171858  20.72519302]	0.0454526
170000	TRAINING	0.000499999999905	1	1.0	[ 20.50894547  20.64944267]	[ 20.50894547  20.57236137]	0.485077
170500	TRAINING	0.000499999999905	0	1.0	[ 21.83665848  21.69689751]	[ 21.83665848  21.67690344]	0.763377
171000	TRAINING	0.000499999999905	0	1.0	[ 20.97039795  20.86503029]	[ 20.97039795  20.58023081]	0.0371356
171500	TRAINING	0.000499999999905	1	1.0	[ 14.83133507  15.67421246]	[ 14.83133507  15.59270997]	0.0654778
172000	TRAINING	0.000499999999905	0	1.0	[ 21.09553719  21.76191711]	[ 21.09553719  21.53090124]	1.18787
172500	TRAINING	0.000499999999905	0	1.0	[ 22.00684929  22.40149689]	[ 22.2391757   22.40149689]	1.49754
173000	TRAINING	0.000499999999905	1	1.0	[ 20.71929169  20.78323555]	[ 20.71397133  20.78323555]	0.0271382
173500	TRAINING	0.000499999999905	1	1.0	[ 16.62762642  15.50509262]	[ 17.16431646  15.50509262]	0.135232
174000	TRAINING	0.000499999999905	1	1.0	[ 20.51091957  20.36688042]	[ 20.51091957  20.4394743 ]	0.0419546
174500	TRAINING	0.000499999999905	1	1.0	[ 21.52627373  21.38374901]	[ 21.27610044  21.38374901]	0.0578022
175000	TRAINING	0.000499999999905	1	1.0	[ 20.75296974  21.50660706]	[ 20.75296974  21.30015087]	1.2736
175500	TRAINING	0.000499999999905	0	1.0	[ 19.48950005  19.98345566]	[ 19.77486496  19.98345566]	1.00079
176000	TRAINING	0.000499999999905	1	1.0	[ 17.90992546  18.09998131]	[ 18.15757389  18.09998131]	0.0304393
176500	TRAINING	0.000499999999905	1	1.0	[ 21.00750542  21.19421768]	[ 21.00750542  20.96513729]	0.0212389
177000	TRAINING	0.000499999999905	1	1.0	[ 15.68747044  15.49397087]	[ 15.68747044  15.2896389 ]	1.40159
177500	TRAINING	0.000499999999905	0	1.0	[ 21.43794441  22.10336494]	[ 21.64294329  22.10336494]	0.175353
178000	TRAINING	0.000499999999905	1	1.0	[ 21.25708961  20.67868614]	[ 21.20792103  20.67868614]	0.180218
178500	TRAINING	0.000499999999905	1	1.0	[ 21.07788086  21.40525246]	[ 21.07788086  21.41124525]	0.0449563
179000	TRAINING	0.000499999999905	0	1.0	[ 19.45509911  19.8768959 ]	[ 19.45509911  20.20972776]	1.45527
179500	TRAINING	0.000499999999905	1	1.0	[ 20.26781082  20.26762962]	[ 20.26781082  20.41042461]	0.0331727
180000	TRAINING	0.000499999999905	0	1.0	[ 21.13001442  20.85486031]	[ 21.13001442  20.80835381]	0.388518
180500	TRAINING	0.000499999999905	1	1.0	[ 20.95139885  21.14118576]	[ 20.95139885  21.46349192]	0.173952
181000	TRAINING	0.000499999999905	1	1.0	[ 20.36190987  20.44135857]	[ 20.3847724   20.44135857]	0.0298514
181500	TRAINING	0.000499999999905	0	1.0	[ 18.83483124  18.86147881]	[ 19.21337366  18.86147881]	0.0299207
182000	TRAINING	0.000499999999905	1	1.0	[ 16.80628967  18.41699982]	[ 16.80628967  18.57802238]	0.044349
182500	TRAINING	0.000499999999905	1	1.0	[ 15.10515022  15.18593216]	[ 15.10515022  14.92748456]	0.71311
183000	TRAINING	0.000499999999905	0	1.0	[ 20.17634773  19.72213364]	[ 20.25173674  19.72213364]	0.209411
183500	TRAINING	0.000499999999905	1	1.0	[ 21.6856823   21.41829491]	[ 21.6856823   21.68811054]	0.0504278
184000	TRAINING	0.000499999999905	0	1.0	[ 22.16892815  21.98861122]	[ 21.97749662  21.98861122]	1.6709
184500	TRAINING	0.000499999999905	1	1.0	[ 21.52724266  21.30561638]	[ 21.52724266  21.59955177]	0.0298279
185000	TRAINING	0.000499999999905	1	1.0	[ 17.77732658  15.38104343]	[ 17.77732658  16.14141049]	0.0847483
185500	TRAINING	0.000499999999905	0	1.0	[ 20.43829536  20.40815353]	[ 20.32384996  20.40815353]	0.680033
186000	TRAINING	0.000499999999905	1	1.0	[ 21.40544319  22.27399635]	[ 21.40544319  22.61070614]	0.271362
186500	TRAINING	0.000499999999905	0	1.0	[ 20.35343933  19.81065559]	[ 20.29429836  19.81065559]	0.0669508
187000	TRAINING	0.000499999999905	0	1.0	[ 19.14316559  19.72028542]	[ 19.14316559  19.99942923]	0.0456393
187500	TRAINING	0.000499999999905	1	1.0	[ 18.67377663  21.08869934]	[ 18.67377663  21.73501549]	0.269824
188000	TRAINING	0.000499999999905	1	1.0	[ 19.87623024  19.92701912]	[ 19.87623024  20.13568115]	1.62736
188500	TRAINING	0.000499999999905	1	1.0	[ 18.44822121  20.75214767]	[ 18.44822121  21.09245071]	0.0536302
189000	TRAINING	0.000499999999905	0	1.0	[ 19.46895981  18.62019348]	[ 19.54141293  18.62019348]	0.0334785
189500	TRAINING	0.000499999999905	1	1.0	[ 21.10522842  21.08551407]	[ 21.10522842  21.11402779]	0.0513878
190000	TRAINING	0.000499999999905	1	1.0	[ 21.93900681  22.04486084]	[ 21.78281193  22.04486084]	0.0716718
190500	TRAINING	0.000499999999905	0	1.0	[ 22.59544563  22.16535759]	[ 22.59544563  22.36459198]	0.264432
191000	TRAINING	0.000499999999905	0	1.0	[ 20.62864876  21.38103867]	[ 20.62864876  21.15582476]	0.0434316
191500	TRAINING	0.000499999999905	0	1.0	[-7.48018837  6.88167858]	[-7.48018837  1.        ]	0.19144
192000	TRAINING	0.000499999999905	1	1.0	[ 14.92975426  15.10982037]	[ 14.7624475   15.10982037]	1.12891
192500	TRAINING	0.000499999999905	1	1.0	[ 21.49095345  22.11352539]	[ 21.49095345  21.91489267]	0.578896
193000	TRAINING	0.000499999999905	0	1.0	[ 20.71898651  21.25004387]	[ 20.71898651  21.25070915]	0.0250701
193500	TRAINING	0.000499999999905	1	1.0	[ 9.44989109  8.79943752]	[ 9.67004104  8.79943752]	1.21436
194000	TRAINING	0.000499999999905	1	1.0	[ 22.33948898  22.47387123]	[ 22.33948898  22.21337852]	0.0241153
194500	TRAINING	0.000499999999905	0	1.0	[ 21.07596588  20.66380882]	[ 21.14476986  20.66380882]	1.14294
195000	TRAINING	0.000499999999905	0	1.0	[ 19.46342468  19.30181503]	[ 19.48084202  19.30181503]	0.74699
195500	TRAINING	0.000499999999905	1	1.0	[ 14.48348331  14.3448391 ]	[ 14.48348331  14.52275319]	0.0191296
196000	TRAINING	0.000499999999905	1	1.0	[ 28.18371391  28.20262909]	[ 28.06808367  28.20262909]	0.781389
196500	TRAINING	0.000499999999905	0	1.0	[ 22.80199242  23.33609009]	[ 22.80199242  23.25778818]	0.0748043
197000	TRAINING	0.000499999999905	1	1.0	[ 17.77684212  17.79888916]	[ 17.77684212  17.76291351]	0.0630221
197500	TRAINING	0.000499999999905	1	1.0	[ 10.53628826  10.06649208]	[ 10.53628826  10.75476003]	0.0398701
198000	TRAINING	0.000499999999905	1	1.0	[ 19.28245354  18.90427971]	[ 19.44828978  18.90427971]	0.0576953
198500	TRAINING	0.000499999999905	0	1.0	[ 22.14538765  21.8469429 ]	[ 22.14538765  21.8560504 ]	0.710621
199000	TRAINING	0.000499999999905	0	1.0	[ 22.47439766  21.92922783]	[ 22.47439766  22.07380524]	1.37165
199500	TRAINING	0.000499999999905	0	1.0	[ 22.33128166  22.13204384]	[ 22.33128166  22.39160318]	0.554492
200000	TRAINING	0.000499999999905	0	1.0	[ 18.22689056  18.19333839]	[ 18.07235823  18.19333839]	0.796604
200500	TRAINING	0.000499999999905	0	1.0	[ 23.73320007  23.60054398]	[ 23.73320007  23.6073103 ]	0.114137
201000	TRAINING	0.000499999999905	0	1.0	[ 21.51247215  21.72958374]	[ 21.65370102  21.72958374]	0.0370298
201500	TRAINING	0.000499999999905	1	1.0	[ 20.28037453  20.40082169]	[ 20.28037453  20.40070333]	0.634588
202000	TRAINING	0.000499999999905	1	1.0	[ 21.50844765  20.79725266]	[ 21.41215305  20.79725266]	1.34412
202500	TRAINING	0.000499999999905	1	1.0	[ 20.71435928  21.16248131]	[ 20.71435928  21.19551439]	1.68239
203000	TRAINING	0.000499999999905	1	1.0	[ 20.12989616  19.59722137]	[ 20.56541243  19.59722137]	0.0499976
203500	TRAINING	0.000499999999905	1	1.0	[ 20.13822174  19.96552467]	[ 20.13822174  19.86368647]	1.9262
204000	TRAINING	0.000499999999905	0	1.0	[ 19.82308197  20.20287132]	[ 20.31348906  20.20287132]	0.0523627
204500	TRAINING	0.000499999999905	1	1.0	[ 42.38339996  40.03952408]	[ 42.58931007  40.03952408]	0.365165
205000	TRAINING	0.000499999999905	0	1.0	[ 21.97169113  21.71432877]	[ 21.75220757  21.71432877]	0.19147
205500	TRAINING	0.000499999999905	1	1.0	[ 17.85295486  18.30960846]	[ 17.82022648  18.30960846]	0.0690388
206000	TRAINING	0.000499999999905	0	1.0	[ 21.75712013  21.56483269]	[ 21.61280279  21.56483269]	1.37036
206500	TRAINING	0.000499999999905	1	1.0	[ 21.89914703  21.9336319 ]	[ 21.89914703  21.99903202]	1.41098
207000	TRAINING	0.000499999999905	1	1.0	[ 15.32184601  14.89411354]	[ 15.42415042  14.89411354]	2.35259
207500	TRAINING	0.000499999999905	1	1.0	[ 21.54807663  21.92906189]	[ 21.20997581  21.92906189]	1.69601
208000	TRAINING	0.000499999999905	1	1.0	[ 21.38453865  20.7730751 ]	[ 21.17162523  20.7730751 ]	0.055503
208500	TRAINING	0.000499999999905	0	1.0	[ 20.53574562  20.43118477]	[ 20.60379925  20.43118477]	1.10044
209000	TRAINING	0.000499999999905	0	1.0	[ 20.79937935  20.99986076]	[ 20.79937935  20.71772213]	0.0389629
209500	TRAINING	0.000499999999905	1	1.0	[ 20.71395493  20.51155281]	[ 20.65390596  20.51155281]	0.0559982
210000	TRAINING	0.000499999999905	1	1.0	[ 20.28707123  20.14412498]	[ 20.28707123  20.31308498]	0.0323443
210500	TRAINING	0.000499999999905	1	1.0	[ 20.49374008  20.56885529]	[ 20.5034481   20.56885529]	0.0290263
211000	TRAINING	0.000499999999905	0	1.0	[ 19.80721092  19.91040039]	[ 20.0393508   19.91040039]	0.573797
211500	TRAINING	0.000499999999905	1	1.0	[ 21.48541069  21.68181229]	[ 21.66039991  21.68181229]	0.954067
212000	TRAINING	0.000499999999905	0	1.0	[ 20.7634449   20.64823914]	[ 20.7634449  20.5250596]	1.06866
212500	TRAINING	0.000499999999905	0	1.0	[ 20.55836487  20.35235596]	[ 20.63572998  20.35235596]	0.0358363
213000	TRAINING	0.000499999999905	0	1.0	[ 16.05390549  16.15474892]	[ 16.63726912  16.15474892]	0.033611
213500	TRAINING	0.000499999999905	1	1.0	[ 21.22148323  21.39498329]	[ 21.18977766  21.39498329]	0.329315
214000	TRAINING	0.000499999999905	1	1.0	[ 20.78364563  20.93709755]	[ 20.93449669  20.93709755]	1.247
214500	TRAINING	0.000499999999905	1	1.0	[ 20.79039955  21.06607437]	[ 20.79039955  20.55004864]	0.0715309
215000	TRAINING	0.000499999999905	0	1.0	[ 37.45834351  38.29104996]	[ 37.45834351  38.94994221]	12.3641
215500	TRAINING	0.000499999999905	1	1.0	[ 33.62898636  35.60300064]	[ 33.62898636  34.57468891]	11.6938
216000	TRAINING	0.000499999999905	1	1.0	[ 22.35502243  22.81794548]	[ 22.15704765  22.81794548]	4.29158
216500	TRAINING	0.000499999999905	1	1.0	[ 25.60791397  25.3276844 ]	[ 25.60791397  24.86245155]	1.99666
217000	TRAINING	0.000499999999905	1	1.0	[ 21.90991402  24.16983604]	[ 21.90991402  23.53061819]	1.8595
217500	TRAINING	0.000499999999905	0	1.0	[ 25.71319962  25.57459641]	[ 25.4901001   25.57459641]	2.7904
218000	TRAINING	0.000499999999905	0	1.0	[ 23.41129112  23.17585945]	[ 23.41129112  23.38195963]	0.454961
218500	TRAINING	0.000499999999905	0	1.0	[ 6.00511837  5.22331476]	[ 5.69297287  5.22331476]	1.17423
219000	TRAINING	0.000499999999905	0	1.0	[ 15.6262188   16.86238289]	[ 15.6262188   15.84077473]	0.585299
219500	TRAINING	0.000499999999905	1	1.0	[ 22.96042061  22.73330116]	[ 23.04263535  22.73330116]	0.417218
220000	TRAINING	0.000499999999905	0	1.0	[ 19.28772926  18.39439583]	[ 19.28772926  18.81140556]	0.468109
220500	TRAINING	0.000499999999905	0	1.0	[ 24.05612946  22.90567398]	[ 23.91850901  22.90567398]	0.171467
221000	TRAINING	0.000499999999905	1	1.0	[ 23.39820671  23.81365967]	[ 23.39820671  23.43883228]	0.754929
221500	TRAINING	0.000499999999905	0	1.0	[ 18.62721252  18.63301086]	[ 18.75594807  18.63301086]	0.087228
222000	TRAINING	0.000499999999905	0	1.0	[ 19.90343666  20.2302227 ]	[ 19.90343666  20.51160202]	0.0884843
222500	TRAINING	0.000499999999905	0	1.0	[ 20.30034828  20.4458046 ]	[ 20.51481466  20.4458046 ]	0.507418
223000	TRAINING	0.000499999999905	0	1.0	[ 22.69656372  22.53451157]	[ 22.69656372  22.52924309]	1.33301
223500	TRAINING	0.000499999999905	0	1.0	[ 21.13092995  21.46212196]	[ 21.13092995  21.17594681]	0.723759
224000	TRAINING	0.000499999999905	0	1.0	[ 16.87615967  16.97101784]	[ 17.37170677  16.97101784]	0.115502
224500	TRAINING	0.000499999999905	0	1.0	[  9.94295216  10.67694759]	[  9.94295216  10.62052212]	1.46305
225000	TRAINING	0.000499999999905	1	1.0	[ 18.63965416  17.88746643]	[ 18.06496897  17.88746643]	0.0833222
225500	TRAINING	0.000499999999905	0	1.0	[ 21.17588043  21.27374268]	[ 21.17588043  21.07308788]	0.0593555
226000	TRAINING	0.000499999999905	1	1.0	[ 11.40376568  10.76618862]	[ 11.40376568  11.65764036]	0.0719677
226500	TRAINING	0.000499999999905	0	1.0	[ 20.58382607  20.322855  ]	[ 20.52910938  20.322855  ]	0.124898
227000	TRAINING	0.000499999999905	0	1.0	[ 22.73150253  22.50037956]	[ 22.73150253  22.3677865 ]	0.106066
227500	TRAINING	0.000499999999905	1	1.0	[ 20.98840141  21.73844719]	[ 20.98840141  21.47931414]	0.032469
228000	TRAINING	0.000499999999905	1	1.0	[ 16.87254906  16.63599396]	[ 16.87254906  17.05769224]	0.0354271
228500	TRAINING	0.000499999999905	1	1.0	[ 21.39216614  21.5179615 ]	[ 21.40687838  21.5179615 ]	0.132646
